# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3695091	3696182	-	BAE52207.1			ABC-type molybdate transport system, ATPase component			amb3403	1092	363	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3696190	3696882	-							amb3404	693		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3696190	3696882	-	BAE52208.1			ABC-type molybdate transport system, permease component			amb3404	693	230	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3696925	3698199	-							amb3405	1275		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3696925	3698199	-	BAE52209.1			Response regulator containing a CheY-like receiver domain and a GGDEF domain			amb3405	1275	424	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3698429	3698815	+							amb3406	387		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3698429	3698815	+	BAE52210.1			Integral membrane protein possibly involved in chromosome condensation			amb3406	387	128	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3699266	3701326	+							amb3407	2061		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3699266	3701326	+	BAE52211.1			Uncharacterized protein involved in outer membrane biogenesis			amb3407	2061	686	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3701367	3702203	+							amb3408	837		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3701367	3702203	+	BAE52212.1			Outer membrane protein and related peptidoglycan-associated lipo protein			amb3408	837	278	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3702287	3704797	+							amb3409	2511		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3702287	3704797	+	BAE52213.1			FOG: TPR repeat			amb3409	2511	836	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3704877	3705686	-							amb3410	810		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3704877	3705686	-	BAE52214.1			Universal stress protein UspA and related nucleotide-binding protein			amb3410	810	269	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3705795	3706472	-							amb3411	678		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3705795	3706472	-	BAE52215.1			Hypothetical pseudouridine synthase in lpd 3'region			amb3411	678	225	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3706479	3709586	-							amb3412	3108		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3706479	3709586	-	BAE52216.1			Cation/multidrug efflux pump			amb3412	3108	1035	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3709586	3710710	-							amb3413	1125		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3709586	3710710	-	BAE52217.1			Membrane-fusion protein			amb3413	1125	374	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3710724	3711251	-							amb3414	528		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3710724	3711251	-	BAE52218.1			Transcriptional regulator			amb3414	528	175	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3711380	3711796	-							amb3415	417		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3711380	3711796	-	BAE52219.1			hypothetical protein			amb3415	417	138	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3711812	3712267	-							amb3416	456		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3711812	3712267	-	BAE52220.1			Transcriptional regulator			amb3416	456	151	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3712418	3714781	-							amb3417	2364		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3712418	3714781	-	BAE52221.1			TEX protein			amb3417	2364	787	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3715027	3715467	+							amb3418	441		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3715027	3715467	+	BAE52222.1			hypothetical protein			amb3418	441	146	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3715451	3715951	-							amb3419	501		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3715451	3715951	-	BAE52223.1			hypothetical protein			amb3419	501	166	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3716039	3716422	-							amb3420	384		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3716039	3716422	-	BAE52224.1			hypothetical protein			amb3420	384	127	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3716552	3718120	-							amb3421	1569		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3716552	3718120	-	BAE52225.1			hypothetical protein			amb3421	1569	522	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3718425	3747014	-							amb3422	28590		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3718425	3747014	-	BAE52226.1			hypothetical protein			amb3422	28590	9529	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3747605	3750127	-							amb3423	2523		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3747605	3750127	-	BAE52227.1			Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation			amb3423	2523	840	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3750284	3751444	+							amb3424	1161		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3750284	3751444	+	BAE52228.1			Membrane-fusion protein			amb3424	1161	386	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3751463	3754642	+							amb3425	3180		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3751463	3754642	+	BAE52229.1			Cation/multidrug efflux pump			amb3425	3180	1059	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3754664	3755020	-							amb3426	357		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3754664	3755020	-	BAE52230.1			Cytochrome C2, iso-2			amb3426	357	118	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3755081	3756244	-							amb3427	1164		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3755081	3756244	-	BAE52231.1			Uncharacterized NAD(FAD)-dependent dehydrogenase			amb3427	1164	387	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756248	3756412	-							amb3428	165		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756248	3756412	-	BAE52232.1			Rubredoxin			amb3428	165	54	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756458	3756664	-							amb3429	207		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756458	3756664	-	BAE52233.1			Rubredoxin			amb3429	207	68	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756685	3757161	-							amb3430	477		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3756685	3757161	-	BAE52234.1			Putative rubrerythrin			amb3430	477	158	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3757261	3758652	-							amb3431	1392		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3757261	3758652	-	BAE52235.1			Outer membrane protein			amb3431	1392	463	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3759198	3759746	+							amb3432	549		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3759198	3759746	+	BAE52236.1			Site-specific recombinase			amb3432	549	182	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3759755	3762850	-							amb3433	3096		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3759755	3762850	-	BAE52237.1			Cation/multidrug efflux pump			amb3433	3096	1031	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3762856	3765687	-							amb3434	2832		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3762856	3765687	-	BAE52238.1			Cation/multidrug efflux pump			amb3434	2832	943	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3765743	3766003	+							amb3435	261		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3765743	3766003	+	BAE52239.1			hypothetical protein			amb3435	261	86	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3766085	3767377	-							amb3436	1293		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3766085	3767377	-	BAE52240.1			Membrane-fusion protein			amb3436	1293	430	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3767495	3768625	+							amb3437	1131		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3767495	3768625	+	BAE52241.1			Uncharacterized conserved protein			amb3437	1131	376	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3768574	3771927	+							amb3438	3354		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3768574	3771927	+	BAE52242.1			Sensor protein gacS			amb3438	3354	1117	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3771937	3772956	+							amb3439	1020		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3771937	3772956	+	BAE52243.1			Response regulator containing a CheY-like receiver domain and an HD-GYP domain			amb3439	1020	339	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3772950	3774548	-							amb3440	1599		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3772950	3774548	-	BAE52244.1			Response regulator containing a CheY-like receiver domain and an HD-GYP domain			amb3440	1599	532	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3774610	3775380	-							amb3441	771		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3774610	3775380	-	BAE52245.1			Predicted hydrolase or acyltransferase			amb3441	771	256	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3775381	3775725	-							amb3442	345		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3775381	3775725	-	BAE52246.1			hypothetical protein			amb3442	345	114	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3776045	3776230	+							amb3443	186		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3776045	3776230	+	BAE52247.1			hypothetical protein			amb3443	186	61	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3776935	3778356	-							amb3444	1422		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3776935	3778356	-	BAE52248.1			Carbohydrate-selective porin			amb3444	1422	473	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3778773	3780566	+							amb3445	1794		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3778773	3780566	+	BAE52249.1			Alanine and proline-rich secreted protein apa precursor			amb3445	1794	597	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3780998	3781744	+							amb3446	747		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3780998	3781744	+	BAE52250.1			Response regulator consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain			amb3446	747	248	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3781748	3783139	+							amb3447	1392		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3781748	3783139	+	BAE52251.1			Signal transduction histidine kinase			amb3447	1392	463	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3783145	3783696	+							amb3448	552		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3783145	3783696	+	BAE52252.1			hypothetical protein			amb3448	552	183	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3783698	3784087	+							amb3449	390		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3783698	3784087	+	BAE52253.1			hypothetical protein			amb3449	390	129	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3784207	3785130	+							amb3450	924		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3784207	3785130	+	BAE52254.1			Signal transduction histidine kinase			amb3450	924	307	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3785312	3786745	+							amb3451	1434		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3785312	3786745	+	BAE52255.1			Response regulator containing a CheY-like receiver domain and a GGDEF domain			amb3451	1434	477	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3786830	3787591	+							amb3452	762		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3786830	3787591	+	BAE52256.1			ABC-type amino acid transport/signal transduction systems, periplasmic component/domain			amb3452	762	253	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3787616	3789145	+							amb3453	1530		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3787616	3789145	+	BAE52257.1			Serine phosphatase RsbU, regulator of sigma subunit			amb3453	1530	509	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3789216	3791216	+							amb3454	2001		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3789216	3791216	+	BAE52258.1			2,4-dienoyl-CoA reductase			amb3454	2001	666	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3791338	3792528	-							amb3455	1191		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3791338	3792528	-	BAE52259.1			Predicted flavoprotein			amb3455	1191	396	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3792539	3793630	-							amb3456	1092		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3792539	3793630	-	BAE52260.1			hypothetical protein			amb3456	1092	363	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3793702	3794202	-							amb3457	501		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3793702	3794202	-	BAE52261.1			hypothetical protein			amb3457	501	166	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3794244	3795005	-							amb3458	762		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3794244	3795005	-	BAE52262.1			Uncharacterized protein conserved in bacteria			amb3458	762	253	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3795542	3797149	+							amb3459	1608		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3795542	3797149	+	BAE52263.1			hypothetical protein			amb3459	1608	535	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3798949	3799815	-							amb3460	867		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3798949	3799815	-	BAE52264.1			ABC-type phosphate/phosphonate transport system, periplasmic component			amb3460	867	288	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3800003	3801874	+							amb3461	1872		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3800003	3801874	+	BAE52265.1			hypothetical protein			amb3461	1872	623	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3801871	3802488	+							amb3462	618		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3801871	3802488	+	BAE52266.1			hypothetical protein			amb3462	618	205	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3802546	3803154	+							amb3463	609		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3802546	3803154	+	BAE52267.1			hypothetical protein			amb3463	609	202	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3803298	3805010	+							amb3464	1713		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3803298	3805010	+	BAE52268.1			Transcriptional regulator containing GAF			amb3464	1713	570	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3805007	3805576	+							amb3465	570		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3805007	3805576	+	BAE52269.1			Predicted protein tyrosine phosphatase			amb3465	570	189	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3805718	3807439	-							amb3466	1722		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3805718	3807439	-	BAE52270.1			Glutathione-regulated potassium-efflux system protein kefB			amb3466	1722	573	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3807462	3809144	-							amb3467	1683		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3807462	3809144	-	BAE52271.1			Methyl-accepting chemotaxis protein			amb3467	1683	560	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3809338	3810999	-							amb3468	1662		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3809338	3810999	-	BAE52272.1			Isopropylmalate/homocitrate/citramalate synthase			amb3468	1662	553	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3811410	3813038	+							amb3469	1629		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3811410	3813038	+	BAE52273.1			Signal transduction histidine kinase regulating C4-dicarboxylate transport system			amb3469	1629	542	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3813041	3813490	+							amb3470	450		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3813041	3813490	+	BAE52274.1			FOG: CheY-like receiver			amb3470	450	149	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3813549	3814715	-							amb3471	1167		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3813549	3814715	-	BAE52275.1			hypothetical protein			amb3471	1167	388	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3814744	3815859	-							amb3472	1116		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3814744	3815859	-	BAE52276.1			Uncharacterized protein conserved in bacteria			amb3472	1116	371	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3815942	3816643	-							amb3473	702		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3815942	3816643	-	BAE52277.1			GMP synthase - Glutamine amidotransferase domain			amb3473	702	233	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3816755	3818479	-							amb3474	1725		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3816755	3818479	-	BAE52278.1			Methyl-accepting chemotaxis protein			amb3474	1725	574	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3818651	3820471	+							amb3475	1821		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3818651	3820471	+	BAE52279.1			ABC-type protease/lipase transport system, ATPase and permease components			amb3475	1821	606	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3820468	3822237	+							amb3476	1770		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3820468	3822237	+	BAE52280.1			Membrane-fusion protein; Multidrug resistance efflux pump			amb3476	1770	589	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3822315	3822755	+							amb3477	441		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3822315	3822755	+	BAE52281.1			Uncharacterized conserved protein			amb3477	441	146	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3822748	3823614	+							amb3478	867		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3822748	3823614	+	BAE52282.1			DNA-directed RNA polymerase specialized sigma subunit			amb3478	867	288	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3823587	3824483	-							amb3479	897		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3823587	3824483	-	BAE52283.1			Phosphoserine phosphatase			amb3479	897	298	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3824621	3825868	+							amb3480	1248		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3824621	3825868	+	BAE52284.1			Uncharacterized conserved protein			amb3480	1248	415	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3826006	3827454	+							amb3481	1449		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3826006	3827454	+	BAE52285.1			Trypsin-like serine protease, typically periplasmic, contain C-terminal PDZ domain			amb3481	1449	482	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3827451	3828743	+							amb3482	1293		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3827451	3828743	+	BAE52286.1			ATPase related to the helicase subunit of the Holliday junction resolvase			amb3482	1293	430	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3828780	3830222	-							amb3483	1443		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3828780	3830222	-	BAE52287.1			Fe-S oxidoreductase			amb3483	1443	480	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3830219	3831373	-							amb3484	1155		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3830219	3831373	-	BAE52288.1			Glycosyltransferase, probably involved in cell wall biogenesis			amb3484	1155	384	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3831378	3831986	-							amb3485	609		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3831378	3831986	-	BAE52289.1			ABC-type transport system involved in resistance to organic solvents, auxiliary component			amb3485	609	202	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3832164	3833975	+							amb3486	1812		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3832164	3833975	+	BAE52290.1			hypothetical protein			amb3486	1812	603	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3833981	3835153	-							amb3487	1173		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3833981	3835153	-	BAE52291.1			ATPase involved in chromosome partitioning			amb3487	1173	390	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3835300	3835557	-							amb3488	258		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3835300	3835557	-	BAE52292.1			Submaxillary gland androgen regulated protein 1 precursor			amb3488	258	85	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3835580	3836467	+							amb3489	888		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3835580	3836467	+	BAE52293.1			Membrane protease subunits, stomatin/prohibitin homolog			amb3489	888	295	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3836464	3837342	+							amb3490	879		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3836464	3837342	+	BAE52294.1			Membrane protease subunits, stomatin/prohibitin homolog			amb3490	879	292	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3837339	3837539	+							amb3491	201		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3837339	3837539	+	BAE52295.1			Uncharacterized protein conserved in bacteria			amb3491	201	66	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3837644	3839155	+					mms67		amb3492	1512		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3837644	3839155	+	BAE52296.1			Trypsin-like serine protease	mms67		amb3492	1512	503	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3839604	3840395	-							amb3493	792		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3839604	3840395	-	BAE52297.1			Flagellar basal body L-ring protein			amb3493	792	263	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3840419	3841393	-							amb3494	975		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3840419	3841393	-	BAE52298.1			Flagellar basal body P-ring biosynthesis protein			amb3494	975	324	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3841404	3842189	-							amb3495	786		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3841404	3842189	-	BAE52299.1			Flagellar basal body rod protein			amb3495	786	261	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3842218	3842979	-							amb3496	762		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3842218	3842979	-	BAE52300.1			Flagellar basal body rod protein			amb3496	762	253	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3843273	3843818	+							amb3497	546		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3843273	3843818	+	BAE52301.1			Flagellar basal body-associated protein			amb3497	546	181	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3843841	3845022	+							amb3498	1182		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3843841	3845022	+	BAE52302.1			Flagellar motor switch protein fliM			amb3498	1182	393	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3845019	3845564	+							amb3499	546		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3845019	3845564	+	BAE52303.1			hypothetical protein			amb3499	546	181	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3845573	3846355	+							amb3500	783		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3845573	3846355	+	BAE52304.1			FlaA locus 229 kDa protein			amb3500	783	260	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3846456	3846863	+							amb3501	408		
