# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4052752	4053129	+							Mmc1_3255	378		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4052752	4053129	+	ABK45745.1			hypothetical protein			Mmc1_3255	378	125	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4053589	4054299	+							Mmc1_3256	711		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4053589	4054299	+	ABK45746.1			plasmid segregation oscillating ATPase ParF			Mmc1_3256	711	236	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4054461	4055138	+							Mmc1_3257	678		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4054461	4055138	+	ABK45747.1			hypothetical protein			Mmc1_3257	678	225	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4055430	4062794	-							Mmc1_3258	7365		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4055430	4062794	-	ABK45748.1			Cadherin			Mmc1_3258	7365	2454	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4063158	4065650	-							Mmc1_3259	2493		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4063158	4065650	-	ABK45749.1			pilus (MSHA type) biogenesis protein MshL			Mmc1_3259	2493	830	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4065913	4066620	-							Mmc1_3260	708		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4065913	4066620	-	ABK45750.1			Leucyltransferase			Mmc1_3260	708	235	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4066770	4069505	-							Mmc1_3261	2736		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4066770	4069505	-	ABK45751.1			DNA polymerase I			Mmc1_3261	2736	911	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4069740	4070897	+							Mmc1_3262	1158		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4069740	4070897	+	ABK45752.1			major facilitator superfamily MFS_1			Mmc1_3262	1158	385	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4070936	4072081	+							Mmc1_3263	1146		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4070936	4072081	+	ABK45753.1			conserved hypothetical protein			Mmc1_3263	1146	381	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4072191	4072406	+							Mmc1_3264	216		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4072191	4072406	+	ABK45754.1			hypothetical protein			Mmc1_3264	216	71	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4072393	4074666	+							Mmc1_3265	2274		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4072393	4074666	+	ABK45755.1			ATPase involved in DNA repair-like protein			Mmc1_3265	2274	757	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4074663	4075586	+							Mmc1_3266	924		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4074663	4075586	+	ABK45756.1			phosphate ABC transporter substrate-binding protein, PhoT family			Mmc1_3266	924	307	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4075687	4076781	-							Mmc1_3267	1095		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4075687	4076781	-	ABK45757.1			glycosyl transferase, family 2			Mmc1_3267	1095	364	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4076834	4077739	-							Mmc1_3268	906		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4076834	4077739	-	ABK45758.1			glycosyl transferase, family 2			Mmc1_3268	906	301	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4077836	4079917	-							Mmc1_3269	2082		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4077836	4079917	-	ABK45759.1			TPR repeat-containing protein			Mmc1_3269	2082	693	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4080101	4081249	-							Mmc1_3270	1149		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4080101	4081249	-	ABK45760.1			FAD-dependent pyridine nucleotide-disulfide oxidoreductase			Mmc1_3270	1149	382	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4081408	4086483	-							Mmc1_3271	5076		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4081408	4086483	-	ABK45761.1			PAS/PAC sensor hybrid histidine kinase			Mmc1_3271	5076	1691	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4086594	4087772	-							Mmc1_3272	1179		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4086594	4087772	-	ABK45762.1			cysteinyl-tRNA synthetase			Mmc1_3272	1179	392	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4088146	4089324	+							Mmc1_3273	1179		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4088146	4089324	+	ABK45763.1			glycosyl transferase, group 1			Mmc1_3273	1179	392	
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4089776	4089851	-							Mmc1_R0047	76		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4089776	4089851	-				tRNA-Thr			Mmc1_R0047	76		
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4089923	4091563	-							Mmc1_3274	1641		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4089923	4091563	-	ABK45764.1			conserved hypothetical protein			Mmc1_3274	1641	546	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4091771	4092238	+							Mmc1_3275	468		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4091771	4092238	+	ABK45765.1			hypothetical protein			Mmc1_3275	468	155	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4092337	4093521	-							Mmc1_3276	1185		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4092337	4093521	-	ABK45766.1			aminotransferase			Mmc1_3276	1185	394	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4093593	4094414	+							Mmc1_3277	822		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4093593	4094414	+	ABK45767.1			glycosyl transferase, family 2			Mmc1_3277	822	273	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4094422	4095192	-							Mmc1_3278	771		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4094422	4095192	-	ABK45768.1			cobalamin-5'-phosphate synthase			Mmc1_3278	771	256	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4095185	4096276	-							Mmc1_3279	1092		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4095185	4096276	-	ABK45769.1			Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase			Mmc1_3279	1092	363	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4096475	4096846	+							Mmc1_3280	372		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4096475	4096846	+	ABK45770.1			conserved hypothetical protein			Mmc1_3280	372	123	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4097494	4098135	-							Mmc1_3281	642		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4097494	4098135	-	ABK45771.1			O-methyltransferase-like protein			Mmc1_3281	642	213	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4098263	4098763	+							Mmc1_3282	501		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4098263	4098763	+	ABK45772.1			Rubrerythrin			Mmc1_3282	501	166	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4099065	4099889	+							Mmc1_3283	825		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4099065	4099889	+	ABK45773.1			3'(2'),5'-bisphosphate nucleotidase			Mmc1_3283	825	274	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4099933	4100925	+							Mmc1_3284	993		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4099933	4100925	+	ABK45774.1			PfkB domain protein			Mmc1_3284	993	330	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4101028	4101426	+							Mmc1_3285	399		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4101028	4101426	+	ABK45775.1			type IV pilus assembly PilZ			Mmc1_3285	399	132	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4101423	4102067	+							Mmc1_3286	645		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4101423	4102067	+	ABK45776.1			thiamine-phosphate diphosphorylase			Mmc1_3286	645	214	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4102124	4102522	+							Mmc1_3287	399		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4102124	4102522	+	ABK45777.1			putative transcriptional regulator			Mmc1_3287	399	132	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4102634	4103143	+							Mmc1_3288	510		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4102634	4103143	+	ABK45778.1			protein of unknown function DUF955			Mmc1_3288	510	169	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4103175	4104089	+							Mmc1_3289	915		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4103175	4104089	+	ABK45779.1			hypothetical protein			Mmc1_3289	915	304	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4104498	4104623	-							Mmc1_3290	126		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4104717	4105004	-							Mmc1_3291	288		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4104717	4105004	-	ABK45780.1			hypothetical protein			Mmc1_3291	288	95	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4105431	4107011	-							Mmc1_3292	1581		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4105431	4107011	-	ABK45781.1			transposase IS66			Mmc1_3292	1581	526	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107047	4107406	-							Mmc1_3293	360		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107047	4107406	-	ABK45782.1			IS66 Orf2 family protein			Mmc1_3293	360	119	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107406	4107747	-							Mmc1_3294	342		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107406	4107747	-	ABK45783.1			hypothetical protein			Mmc1_3294	342	113	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107876	4108343	-							Mmc1_3295	468		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4107876	4108343	-	ABK45784.1			transcriptional regulator, TraR/DksA family			Mmc1_3295	468	155	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4108502	4109923	-							Mmc1_3296	1422		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4108502	4109923	-	ABK45785.1			FAD linked oxidase domain protein			Mmc1_3296	1422	473	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4109977	4110582	-							Mmc1_3297	606		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4109977	4110582	-	ABK45786.1			transport-associated protein			Mmc1_3297	606	201	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4110669	4111043	-							Mmc1_3298	375		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4110669	4111043	-	ABK45787.1			protein of unknown function UPF0102			Mmc1_3298	375	124	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4111117	4111887	-							Mmc1_3299	771		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4111117	4111887	-	ABK45788.1			transcriptional regulator, Fis family			Mmc1_3299	771	256	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4111965	4113995	+							Mmc1_3300	2031		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4111965	4113995	+	ABK45789.1			amino acid/amide ABC transporter substrate-binding protein, HAAT family			Mmc1_3300	2031	676	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4114134	4115447	+							Mmc1_3301	1314		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4114134	4115447	+	ABK45790.1			hypothetical protein			Mmc1_3301	1314	437	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4115535	4116221	+							Mmc1_3302	687		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4115535	4116221	+	ABK45791.1			regulatory protein, MarR			Mmc1_3302	687	228	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4116218	4119514	+							Mmc1_3303	3297		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4116218	4119514	+	ABK45792.1			Tetratricopeptide domain protein			Mmc1_3303	3297	1098	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4119578	4120441	-							Mmc1_3304	864		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4119578	4120441	-	ABK45793.1			conserved hypothetical protein			Mmc1_3304	864	287	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4120589	4121365	-							Mmc1_3305	777		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4120589	4121365	-	ABK45794.1			ABC-2 type transporter, NodJ family			Mmc1_3305	777	258	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4121443	4122351	-							Mmc1_3306	909		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4121443	4122351	-	ABK45795.1			ABC transporter related protein			Mmc1_3306	909	302	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4122456	4124015	+							Mmc1_3307	1560		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4122456	4124015	+	ABK45796.1			carbohydrate kinase, YjeF related protein			Mmc1_3307	1560	519	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4124395	4126443	+							Mmc1_3308	2049		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4124395	4126443	+	ABK45797.1			methyl-accepting chemotaxis sensory transducer			Mmc1_3308	2049	682	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4126683	4127699	-							Mmc1_3309	1017		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4126683	4127699	-	ABK45798.1			conserved hypothetical protein			Mmc1_3309	1017	338	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4127706	4128554	-							Mmc1_3310	849		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4127706	4128554	-	ABK45799.1			hypothetical protein			Mmc1_3310	849	282	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4128780	4129952	+							Mmc1_3311	1173		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4128780	4129952	+	ABK45800.1			glycosyl transferase, group 1			Mmc1_3311	1173	390	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4130146	4131543	+							Mmc1_3312	1398		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4130146	4131543	+	ABK45801.1			hypothetical protein			Mmc1_3312	1398	465	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4131752	4132603	+							Mmc1_3313	852		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4131752	4132603	+	ABK45802.1			hypothetical protein			Mmc1_3313	852	283	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4132617	4133651	-							Mmc1_3314	1035		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4132617	4133651	-	ABK45803.1			twin-arginine translocation pathway signal			Mmc1_3314	1035	344	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4133745	4134689	+							Mmc1_3315	945		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4133745	4134689	+	ABK45804.1			NAD-dependent epimerase/dehydratase			Mmc1_3315	945	314	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4134890	4135453	-							Mmc1_3316	564		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4134890	4135453	-	ABK45805.1			hypothetical protein			Mmc1_3316	564	187	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4135497	4135859	-							Mmc1_3317	363		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4135497	4135859	-	ABK45806.1			hypothetical protein			Mmc1_3317	363	120	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4136380	4137031	+							Mmc1_3318	652		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4137318	4137845	+							Mmc1_3319	528		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4137318	4137845	+	ABK45807.1			hypothetical protein			Mmc1_3319	528	175	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4137979	4138585	+							Mmc1_3320	607		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4138751	4139269	+							Mmc1_3321	519		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4138751	4139269	+	ABK45808.1			hypothetical protein			Mmc1_3321	519	172	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4139269	4140024	+							Mmc1_3322	756		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4139269	4140024	+	ABK45809.1			hypothetical protein			Mmc1_3322	756	251	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4140067	4141860	+							Mmc1_3323	1794		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4140067	4141860	+	ABK45810.1			hypothetical protein			Mmc1_3323	1794	597	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4142027	4142182	+							Mmc1_3324	156		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4142520	4142741	+							Mmc1_3325	222		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4142520	4142741	+	ABK45811.1			IS600 ORF1			Mmc1_3325	222	73	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4142807	4144057	-							Mmc1_3326	1251		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4142807	4144057	-	ABK45812.1			conserved hypothetical protein			Mmc1_3326	1251	416	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4144244	4146949	-							Mmc1_3327	2706		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4144244	4146949	-	ABK45813.1			protein translocase subunit secA			Mmc1_3327	2706	901	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4147223	4148014	-							Mmc1_3328	792		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4147223	4148014	-	ABK45814.1			Sporulation domain protein			Mmc1_3328	792	263	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4148172	4148561	+							Mmc1_3329	390		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4148172	4148561	+	ABK45815.1			hypothetical protein			Mmc1_3329	390	129	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4148660	4149109	+							Mmc1_3330	450		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4148660	4149109	+	ABK45816.1			hypothetical protein			Mmc1_3330	450	149	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4149295	4150620	-							Mmc1_3331	1326		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4149295	4150620	-	ABK45817.1			adenosylhomocysteinase			Mmc1_3331	1326	441	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4150735	4151904	-							Mmc1_3332	1170		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4150735	4151904	-	ABK45818.1			methionine adenosyltransferase			Mmc1_3332	1170	389	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4152084	4153016	-							Mmc1_3333	933		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4152084	4153016	-	ABK45819.1			Uncharacterized P-loop ATPase protein UPF0042			Mmc1_3333	933	310	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4153054	4154586	-							Mmc1_3334	1533		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4153054	4154586	-	ABK45820.1			RNA polymerase, sigma 54 subunit, RpoN/SigL			Mmc1_3334	1533	510	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4154716	4155468	-							Mmc1_3335	753		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4154716	4155468	-	ABK45821.1			ABC transporter related protein			Mmc1_3335	753	250	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4155487	4156026	-							Mmc1_3336	540		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4155487	4156026	-	ABK45822.1			OstA family protein			Mmc1_3336	540	179	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4156029	4156604	-							Mmc1_3337	576		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4156029	4156604	-	ABK45823.1			protein of unknown function DUF1239			Mmc1_3337	576	191	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4156617	4157174	-							Mmc1_3338	558		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4156617	4157174	-	ABK45824.1			3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family			Mmc1_3338	558	185	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4157175	4158155	-							Mmc1_3339	981		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4157175	4158155	-	ABK45825.1			KpsF/GutQ family protein			Mmc1_3339	981	326	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4158371	4159528	+							Mmc1_3340	1158		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4158371	4159528	+	ABK45826.1			putative signal-transduction protein with CBS domains			Mmc1_3340	1158	385	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4159545	4159967	+							Mmc1_3341	423		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4159545	4159967	+	ABK45827.1			CoA-binding domain protein			Mmc1_3341	423	140	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4160362	4161192	+							Mmc1_3342	831		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4160362	4161192	+	ABK45828.1			molybdenum ABC transporter, periplasmic molybdate-binding protein			Mmc1_3342	831	276	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4161198	4163600	+							Mmc1_3343	2403		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4161198	4163600	+	ABK45829.1			periplasmic sensor hybrid histidine kinase			Mmc1_3343	2403	800	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4163597	4167769	+							Mmc1_3344	4173		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4163597	4167769	+	ABK45830.1			PAS/PAC sensor hybrid histidine kinase			Mmc1_3344	4173	1390	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4167845	4168324	-							Mmc1_3345	480		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4167845	4168324	-	ABK45831.1			protein of unknown function DUF163			Mmc1_3345	480	159	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4168321	4169001	-							Mmc1_3346	681		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4168321	4169001	-	ABK45832.1			iojap-like protein			Mmc1_3346	681	226	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4168998	4169672	-							Mmc1_3347	675		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4168998	4169672	-	ABK45833.1			nicotinate-nucleotide adenylyltransferase			Mmc1_3347	675	224	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4169675	4170946	-							Mmc1_3348	1272		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4169675	4170946	-	ABK45834.1			glutamate-5-semialdehyde dehydrogenase			Mmc1_3348	1272	423	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4171457	4172590	-							Mmc1_3349	1134		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4171457	4172590	-	ABK45835.1			glutamate 5-kinase			Mmc1_3349	1134	377	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4172593	4173756	-							Mmc1_3350	1164		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	4172593	4173756	-	ABK45836.1			GTP1/OBG sub domain protein			Mmc1_3350	1164	387	
